text,sentiment,clean_text
Nimemsikiliza huyo taahira kweli kama hawa ndio wanategemea kua viongozi nchi hii haitaendelea Anasema uhu,Neutral,nimemsikiliza huyo taahira kweli kama hawa ndio wanategemea kua viongozi nchi hii haitaendelea anasema uhu
"Kwani Little Cab wanafikiria sisi hatuna kazi ya kusubiri wiki nzima? Mnatuchezea sana, na bado mnatutoza 2k extra, hii ni upuuzi mtupu wa noma",Negative,"kwani little cab wanafikiria sisi hatuna kazi ya kusubiri wiki nzima? mnatuchezea sana, na bado mnatutoza 2k extra, hii ni upuuzi mtupu wa noma"
"Wueh poa Equity Bank transaction ilifanikiwa fast leo, pesa zikaingia harakaaaa 🔥🔥",Positive,"wueh poa equity bank transaction ilifanikiwa fast leo, pesa zikaingia haraka"
Yes ni fursa nzuri kwako wewe mdau wa  Kuna nykati nyingi sana zimepita pengine hujawasiliana na rafiki ya wa kitambo na kushea naye kumbukumbu nyingi Ni fursa kwako kumtag hapa ili ajue unamkumbuka,Positive,yes ni fursa nzuri kwako wewe mdau wa kuna nykati nyingi sana zimepita pengine hujawasiliana na rafiki ya wa kitambo na kushea naye kumbukumbu nyingi ni fursa kwako kumtag hapa ili ajue unamkumbuka
KCB wamesema watafanya maintenance leo usiku so so,Neutral,kcb wamesema watafanya maintenance leo usiku so so
Anta Cantara ahsante kwakuwa pamoja nasi na endelea kutumia huduma zetu za tigo,Neutral,anta cantara ahsante kwakuwa pamoja nasi na endelea kutumia huduma zetu za tigo
"Equitel app inadunda kila siku, sijawahi login bila error, hii ni mbaya kabisa kabisa 🤬",Negative,"equitel app inadunda kila siku, sijawahi login bila error, hii ni mbaya kabisa kabisa"
"Big up Little Cab for the fast ride, this app is mzuri sana sasa 😎",Positive,"big up little cab for the fast ride, this app is mzuri sana sasa"
sawa kabisa little app wamenipea driver mzuri na bei poa hakuna noma 😂🔥,Positive,sawa kabisa little app wamenipea driver mzuri na bei poa hakuna noma
Rais ameshawatunuku Kamisheni Maafisa Wanafunzi wa Jeshi la Wananchi Tanzania JWTZ kundi 6719 katika,Positive,rais ameshawatunuku kamisheni maafisa wanafunzi wa jeshi la wananchi tanzania jwtz kundi 6719 katika
Uber Kenya dere alikuwa poa lkn gari ilikuwa na harufu mbaya so so tu overall,Neutral,uber kenya dere alikuwa poa lkn gari ilikuwa na harufu mbaya so so tu overall
Sasa Safaricom network imekufa wiki nzima sina connection kabisa 🙄,Negative,sasa safaricom network imekufa wiki nzima sina connection kabisa
"M-pesa app inadunda kila siku, sijawahi login bila error, hii ni ya kunidunda kabisa 💔",Negative,"m-pesa app inadunda kila siku, sijawahi login bila error, hii ni ya kunidunda kabisa"
"Little app app imeupdateeee, sijui kama features mpya ni poa au sio, sio mbaya sio mzuri",Neutral,"little app app imeupdate, sijui kama features mpya ni poa au sio, sio mbaya sio mzuri"
Asante Uber Kenya kwa kunipeaaaaa driver asiyejua njia exactly what I needed today 🙄😂,Negative,asante uber kenya kwa kunipea driver asiyejua njia exactly what i needed today
"Leo nimetumia Bolt kutoka town kwenda home, ride ilikuwaaaaa bado nasubiri",Neutral,"leo nimetumia bolt kutoka town kwenda home, ride ilikuwa bado nasubiri"
"Jameni surge pricing ya Little app leo ni wizi wa mchana, walinitoza 2k extra bila reason 😤",Negative,"jameni surge pricing ya little app leo ni wizi wa mchana, walinitoza 2k extra bila reason"
Faras app inafanya kazi top notch leo no delays ata booking ilikuwa rahisi 🙏🏾,Positive,faras app inafanya kazi top notch leo no delays ata booking ilikuwa rahisi
"Little app dere alikuwa poa lakini gari ilikuwa na harufu mbaya, so so tu overall",Neutral,"little app dere alikuwa poa lakini gari ilikuwa na harufu mbaya, so so tu overall"
Ushapata mwaliko ktk wiki hii ya customer service pale tbl Eti amp na,Neutral,ushapata mwaliko ktk wiki hii ya customer service pale tbl eti amp na
"Great job Uber Kenya, charging me surge price for a ride that took two days to even arrive, kazi nzuri saaana lol",Negative,"great job uber kenya, charging me surge price for a ride that took two days to even arrive, kazi nzuri sana lol"
"Bolt customer care ni wajuaji, nimetuma complaint mara nne hakuna majibuuu 😭",Negative,"bolt customer care ni wajuaji, nimetuma complaint mara nne hakuna majibu"
Nimefurahi na Uber Kenya leo gari ilifika in two minuteeees driver ni mtu wa mzuri sana 💯,Positive,nimefurahi na uber kenya leo gari ilifika in two minutes driver ni mtu wa mzuri sana
Mwambie neno moja mama mkwe wako kuhusu mwanawe Me Asante sana kwa kunizalia ATM mashine,Positive,mwambie neno moja mama mkwe wako kuhusu mwanawe me asante sana kwa kunizalia atm mashine
"Eh Airtel Money transactioooon ilifanikiwa fast leo, pesa zikaingia haraka ✅",Positive,"eh airtel money transaction ilifanikiwa fast leo, pesa zikaingia haraka"
"KCB wametuma SMS kuhusu new charges, sijui kama itaaffect sana, ata sijui",Neutral,"kcb wametuma sms kuhusu new charges, sijui kama itaaffect sana, ata sijui"
Kuna mtu amewahi switch kutoka M-Shwari kwenda Airtel Money? How was the process,Neutral,kuna mtu amewahi switch kutoka m-shwari kwenda airtel money? how was the process
"Bolt helpline ni story mbaya, nimetuma complaint mara nne hakuna majibu 😒",Negative,"bolt helpline ni story mbaya, nimetuma complaint mara nne hakuna majibu"
tunafurahi kusikia hivyo na endelea kufurahia huduma zetuTL,Positive,tunafurahi kusikia hivyo na endelea kufurahia huduma zetutl
Oh wow Uber Kenya thank you so much for cancelling my ride after saa nzima of waiting very professional indeed 👏🏾,Negative,oh wow uber kenya thank you so much for cancelling my ride after saa nzima of waiting very professional indeed
Halmshauri ya Wilaya ya Nyanghwale Mkoani Geita imepokea kiasi cha Shilingi Bilioni 15 kwa ajili ya ujenzi wa Hospitali ya Wilaya huku Halmashauri hiyo ikijipanga kuhakikisha Mradi huo,Positive,halmshauri ya wilaya ya nyanghwale mkoani geita imepokea kiasi cha shilingi bilioni 15 kwa ajili ya ujenzi wa hospitali ya wilaya huku halmashauri hiyo ikijipanga kuhakikisha mradi huo
Hii ilikuwa kazi yangu ya kwanza baada ya kumaliza form 6 project ya kutoa chanjo ya kuzuia kansa ya shingo ya kizazi Nikachaguliwa kwenda chuo wale wazungu wakaningangania nimalize project watanisomeshahome wakakataawaga nawamaindi ningekuwa twita kizungu sahivi,Neutral,hii ilikuwa kazi yangu ya kwanza baada ya kumaliza form 6 project ya kutoa chanjo ya kuzuia kansa ya shingo ya kizazi nikachaguliwa kwenda chuo wale wazungu wakaningangania nimalize project watanisomeshahome wakakataawaga nawamaindi ningekuwa twita kizungu sahivi
Raha ya kufundisha watoto akisema tu sad na mi nakuwa sad Anyway knowing my kids mood is my first priority https,Positive,raha ya kufundisha watoto akisema tu sad na mi nakuwa sad anyway knowing my kids mood is my first priority https
nashangaa kama telkom watabadilisha bundle prices mwezi huu labda,Neutral,nashangaa kama telkom watabadilisha bundle prices mwezi huu labda
"Sasa nimetuma pesa kwa wrong number kupitia M-Pesa app na hawawezi kurudisha, customer care ni story mbaya",Negative,"sasa nimetuma pesa kwa wrong number kupitia m-pesa app na hawawezi kurudisha, customer care ni story mbaya"
"Big up M-Shwari kwa kuongeza interest rate poa kwa savings, nimeokoa ile pesa mwezi huu 👏🏾",Positive,"big up m-shwari kwa kuongeza interest rate poa kwa savings, nimeokoa ile pesa mwezi huu"
RAIS WA ZANZIBAR DK ALI MOHAMED SHEIN ATUNUKU NISHANI IKULU ZANZIBAR,Positive,rais wa zanzibar dk ali mohamed shein atunuku nishani ikulu zanzibar
"Naskia Little Cab wamebadilika, fare ikienda down na huduma ni poa 💪🏾",Positive,"naskia little cab wamebadilika, fare ikienda down na huduma ni poa"
"That Uber Kenya rider alikuwa ya kunibamba, polite na anajua route, naye anaongea Sheng poa ✅",Positive,"that uber kenya rider alikuwa ya kunibamba, polite na anajua route, naye anaongea sheng poa"
"Booolt customer care ni story mbaya, nimetuma complaint mara nne hakuna majibu 😤",Negative,"bolt customer care ni story mbaya, nimetuma complaint mara nne hakuna majibu"
Kuwakamata na kuwafunga wanafunzi wajawazito ni kinyume cha sheria na pia kunakiuka haki za binadamu ikiwemo haki ya usawa,Negative,kuwakamata na kuwafunga wanafunzi wajawazito ni kinyume cha sheria na pia kunakiuka haki za binadamu ikiwemo haki ya usawa
Nimesubiri Little app wiki nzima bila dere kupatikana app inanidunda 😞,Negative,nimesubiri little app wiki nzima bila dere kupatikana app inanidunda
"KCB aaaaapp app imeongeza feature mpya ya kutuma pesa kwa group, sijaitry bado",Neutral,"kcb app app imeongeza feature mpya ya kutuma pesa kwa group, sijaitry bado"
Kwani Safaricom network imekufa from yesterday sina connection kabisa 🤦🏾‍♂️,Negative,kwani safaricom network imekufa from yesterday sina connection kabisa
"Why is M-Pesa interest rate so noma, wanachukua balance yangu extra kila mwezi, ni wizi tu",Negative,"why is m-pesa interest rate so noma, wanachukua balance yangu extra kila mwezi, ni wizi tu"
"KCB system imekuwaaaa down for saa nzima, sina access kwa pesa zangu, hii ni ya kunichizisha",Negative,"kcb system imekuwa down for saa nzima, sina access kwa pesa zangu, hii ni ya kunichizisha"
Niceee Bolt ilinitumia dere mzuri leo the ride was fya 🙏🏾,Positive,nice bolt ilinitumia dere mzuri leo the ride was fya
Nataka kuelewa Faras wananiitia surge kila saa za jioni ata siku ya jua nzuri hii ni biashara ya kuninoma tu sitaongea na huyo dere tena,Negative,nataka kuelewa faras wananiitia surge kila saa za jioni ata siku ya jua nzuri hii ni biashara ya kuninoma tu sitaongea na huyo dere tena
"Sawa Equitel transaction ilifanikiwa fast leo, pesa zikaingia harakaaa 🎉",Positive,"sawa equitel transaction ilifanikiwa fast leo, pesa zikaingia haraka"
"That M-Shwari app update ni poa, sasa nina-track expenses zangu rahisi 👏🏾",Positive,"that m-shwari app update ni poa, sasa nina-track expenses zangu rahisi"
"KCB app app inadunda kila siku, sijawahi login bila error, hii ni noma kabisa 😭",Negative,"kcb app app inadunda kila siku, sijawahi login bila error, hii ni noma kabisa"
"Airtel wametuma SMS kuhusuuu tariff changes, bado nasubiri",Neutral,"airtel wametuma sms kuhusu tariff changes, bado nasubiri"
"Oh wow Bolt app, thank you so much for cancelling my ride after two days of waiting, very professional indeed lol",Negative,"oh wow bolt app, thank you so much for cancelling my ride after two days of waiting, very professional indeed lol"
Airtel network speed leo ni vile vile sio mbaya sana,Neutral,airtel network speed leo ni vile vile sio mbaya sana
Bana Safaricom network imekufa saa nzima sina connection kabisa 🤦🏾‍♂️,Negative,bana safaricom network imekufa saa nzima sina connection kabisa
we me wa online sio offlinesema dharau zinazidi sana humukila kukicha halafu vibwana vidogo tu,Negative,we me wa online sio offlinesema dharau zinazidi sana humukila kukicha halafu vibwana vidogo tu
M-Pesa app wametuma SMS kuhusu new charges sijui kama itaaffect sana sio mbaya sio mzuri,Neutral,m-pesa app wametuma sms kuhusu new charges sijui kama itaaffect sana sio mbaya sio mzuri
"Love how Uber Kenya hawa wa support 'responds promptly' after only the whole morning, true customer care 👏🏾",Negative,"love how uber kenya hawa wa support 'responds promptly' after only the whole morning, true customer care"
Tukihitimu tunabeba Vyeti na kuacha Materials yaliyotupa Vyeti VyumbaniMaholiniKugawakuchana kabisa Mule ku,Neutral,tukihitimu tunabeba vyeti na kuacha materials yaliyotupa vyeti vyumbanimaholinikugawakuchana kabisa mule ku
"Nimeangalia Airtel Money statement, kuna transactions kadhaa sijazifahamu, sina maoni mengi",Neutral,"nimeangalia airtel money statement, kuna transactions kadhaa sijazifahamu, sina maoni mengi"
Wueh poa Little app ilinitumia driver mzuri leo the ride was bomba 🎉,Positive,wueh poa little app ilinitumia driver mzuri leo the ride was bomba
Why does Faras cancel my ride bila warning nimepoteza 300 bob kwa cancellation fee noma sana hii,Negative,why does faras cancel my ride bila warning nimepoteza 300 bob kwa cancellation fee noma sana hii
Wageni wanaoingia nchi jirani wanakuja kutalii Pwani na sisi Tanzania tuna hifadhi bora za pwani kuliko nchi za jirani Spika Job Ndugai,Positive,wageni wanaoingia nchi jirani wanakuja kutalii pwani na sisi tanzania tuna hifadhi bora za pwani kuliko nchi za jirani spika job ndugai
"Naona Uber na Faras fares ni almost same leo, tu vile ni",Neutral,"naona uber na faras fares ni almost same leo, tu vile ni"
RC Tanga awaasa Watumishi wa Wizara ya Nishati kuzingatia maadili Na Zuena Msuya Tanga Mkuu wa Mkoa wa Tanga Martin Shigela amewataka watumishi wa Umma kufanya kazi kwa kuzingatia maadili ya utumishi,Neutral,rc tanga awaasa watumishi wa wizara ya nishati kuzingatia maadili na zuena msuya tanga mkuu wa mkoa wa tanga martin shigela amewataka watumishi wa umma kufanya kazi kwa kuzingatia maadili ya utumishi
"Naona Uber Kenya na Bolt app fares ni almost same leo, kawaida",Neutral,"naona uber kenya na bolt app fares ni almost same leo, kawaida"
"Niko hapa nasubiri Little app dere, ETA inaonyeshaaaa dakika tano",Neutral,"niko hapa nasubiri little app dere, eta inaonyesha dakika tano"
Ahsante kwa uvumilivu wako pole sana kwa changamoto uliyoipata Huduma ya internet sasa imerejea Tunaendelea kuomba radhi kwa usumbufu uliopata SM,Positive,ahsante kwa uvumilivu wako pole sana kwa changamoto uliyoipata huduma ya internet sasa imerejea tunaendelea kuomba radhi kwa usumbufu uliopata sm
Bolt app driver alikuwa ya kuninoma hakujua route tukapotea for like an hour customer care wakaniboo zaidiiiii,Negative,bolt app driver alikuwa ya kuninoma hakujua route tukapotea for like an hour customer care wakaniboo zaidi
this faras app keeps crashing kudunda kila time nina-book ride mbogi ya helpline ni wajuaji 🤦🏾‍♂️,Negative,this faras app keeps crashing kudunda kila time nina-book ride mbogi ya helpline ni wajuaji
Karibu usikilize Kipindi chetu kuhusu Matumizi Mabaya ya Dawa Tiba zenye Asili ya Kulevya kupitia jina Maendeleo Podcast  Tune In  Alexa  Listen Notes  Deezer  BuzzSprout  Google Podcast  Stitcher  nyingine Link ya Spotify,Neutral,karibu usikilize kipindi chetu kuhusu matumizi mabaya ya dawa tiba zenye asili ya kulevya kupitia jina maendeleo podcast tune in alexa listen notes deezer buzzsprout google podcast stitcher nyingine link ya spotify
Tumewasha Ni TOUR ambapo Ijumaa hii tunamdondosha,Neutral,tumewasha ni tour ambapo ijumaa hii tunamdondosha
"Nimekuwa nikiwait siku tatu Branch kunijibu kuhusu pesa zangu zilizopotea, customer service ni wajinga 😒",Negative,"nimekuwa nikiwait siku tatu branch kunijibu kuhusu pesa zangu zilizopotea, customer service ni wajinga"
"This Little Cab app keeps crashing, kudunda kila time nina-book ride, mbogi ya helpline ni wasee wa kukalia pesa za watu 💔",Negative,"this little cab app keeps crashing, kudunda kila time nina-book ride, mbogi ya helpline ni wasee wa kukalia pesa za watu"
Kuna mtu amewahi switch kutoka Branch kwenda Equitel? How was theee process,Neutral,kuna mtu amewahi switch kutoka branch kwenda equitel? how was the process
telkom customer care walinisaidia kurudisha bundles zilizopotea huduma ni fya kweli,Positive,telkom customer care walinisaidia kurudisha bundles zilizopotea huduma ni fya kweli
"Leo nimetumia Faras kutoka town kwenda home, ride ilikuwa ata sijui",Neutral,"leo nimetumia faras kutoka town kwenda home, ride ilikuwa ata sijui"
m-shwari interest ni ok lakini app inalag wakati mwingine labda,Neutral,m-shwari interest ni ok lakini app inalag wakati mwingine labda
"Manze Uber dere amenikataa booking mara tatu, hii ni ya kunigonga vibaya 😡",Negative,"manze uber dere amenikataa booking mara tatu, hii ni ya kunigonga vibaya"
"Nimeangalia Equitel statement, kuna transactions kadhaa sijazifahamu, kawaida",Neutral,"nimeangalia equitel statement, kuna transactions kadhaa sijazifahamu, kawaida"
"Eeeee nimetuma pesa kwa wrong number kupitia M-Shwari na hawawezi kurudisha, customer care ni mafala",Negative,"e nimetuma pesa kwa wrong number kupitia m-shwari na hawawezi kurudisha, customer care ni mafala"
Naskia Bolt app wamebadilika fare ikienda down na huduma ni fiti 🔥🔥,Positive,naskia bolt app wamebadilika fare ikienda down na huduma ni fiti
"Little app support yao hawajibu calls zangu, hii huduma ni ya kunidundaaa kabisa, wame-ignore complaint yangu",Negative,"little app support yao hawajibu calls zangu, hii huduma ni ya kunidunda kabisa, wame-ignore complaint yangu"
"Big up Bolt for the fast response, this app is sawa kabisa sasa 👏🏾",Positive,"big up bolt for the fast response, this app is sawa kabisa sasa"
Nataka tu kusema Airtel Money mnatuonea kila siku charges mpya hata sijui za nini ni wajinga tu mnaofanya hivi,Negative,nataka tu kusema airtel money mnatuonea kila siku charges mpya hata sijui za nini ni wajinga tu mnaofanya hivi
"Safaricom bundle prices zimebadilikaaaaa kidogo, sio big deal",Neutral,"safaricom bundle prices zimebadilika kidogo, sio big deal"
"Niko hapa nasubiri Booooolt dere, ETA inaonyesha dakika tano",Neutral,"niko hapa nasubiri bolt dere, eta inaonyesha dakika tano"
Ndoa zote ni mtihani Kinachotofautisha hali ya ndoa moja na ingine ni jitihada na kudra za watahiniwa,Neutral,ndoa zote ni mtihani kinachotofautisha hali ya ndoa moja na ingine ni jitihada na kudra za watahiniwa
"Equiiiity Bank app imeongeza feature mpya ya kutuma pesa kwa group, sijaitry bado",Neutral,"equity bank app imeongeza feature mpya ya kutuma pesa kwa group, sijaitry bado"
why is m-pesa app interest rate so noma wanachukua 300 bob extra kila mwezi ni wizi tu,Negative,why is m-pesa app interest rate so noma wanachukua 300 bob extra kila mwezi ni wizi tu
leo man u atoboi,Neutral,leo man u atoboi
Deejay Kwa Arusha hivi sasa tuko katika uboreshaji wa mfumo wa usambazaji wa huduma na bidhaa zetu ili wateja Wetu wapate huduma bora zaidi Zoezi likikamilika tutatoa mawasiliano ya mawakala Wetu Tunaomba radhi kwa usumbufu unaojitokeza,Neutral,deejay kwa arusha hivi sasa tuko katika uboreshaji wa mfumo wa usambazaji wa huduma na bidhaa zetu ili wateja wetu wapate huduma bora zaidi zoezi likikamilika tutatoa mawasiliano ya mawakala wetu tunaomba radhi kwa usumbufu unaojitokeza
Honestly Bolt customer care walinisaidia jamani fast pole pole wanaboresha,Positive,honestly bolt customer care walinisaidia jamani fast pole pole wanaboresha
"Oh wow Bolt app, thank you so much for cancelling my ride after siku tatu of waiting, very professional indeed",Negative,"oh wow bolt app, thank you so much for cancelling my ride after siku tatu of waiting, very professional indeed"
Ulaji wa Apple la kijina na ndizi usaidia kupunguza uzito,Positive,ulaji wa apple la kijina na ndizi usaidia kupunguza uzito
Kumbe surge pricing ya Little Cab leo ni wiziiiii wa mchana walinitoza balance yangu extra bila reason 🤦🏾‍♂️,Negative,kumbe surge pricing ya little cab leo ni wizi wa mchana walinitoza balance yangu extra bila reason
BAO la kweli kabisa Karibu Zantel upige BAO,Positive,bao la kweli kabisa karibu zantel upige bao
That Safaricoooom 5G speed ni noma kwa maana nzuri downloads zinaenda fast sana 💯,Positive,that safaricom 5g speed ni noma kwa maana nzuri downloads zinaenda fast sana
"Safaricom wameniongezeaaaa 10k bila kunieleza, hii ni wizi wa ya kunizima",Negative,"safaricom wameniongezea 10k bila kunieleza, hii ni wizi wa ya kunizima"
nataka tu kusema tala mnatuonea kila siku charges mpya hata sijui za nini ni wasee wa kuongea tu tu mnaofanya hivi,Negative,nataka tu kusema tala mnatuonea kila siku charges mpya hata sijui za nini ni wasee wa kuongea tu tu mnaofanya hivi
"Little app app imeupdate, sijui kama features mpya ni poa au sio, bado nasubiri",Neutral,"little app app imeupdate, sijui kama features mpya ni poa au sio, bado nasubiri"
"Leo nimetumia Faras kutoka town kwenda home, ride ilikuwa so so",Neutral,"leo nimetumia faras kutoka town kwenda home, ride ilikuwa so so"
"Little app driver alikuwa ya kunikorofisha, hakujua route, tukapotea two days, customer care wakaniboo zaidi",Negative,"little app driver alikuwa ya kunikorofisha, hakujua route, tukapotea two days, customer care wakaniboo zaidi"
"Nataka tu kusema Branch mnatuonea, kila siku charges mpya, hata sijui za nini, ni wajuaji tu mnaofanya hivi",Negative,"nataka tu kusema branch mnatuonea, kila siku charges mpya, hata sijui za nini, ni wajuaji tu mnaofanya hivi"
Anyone knoooows M-Pesa app transaction limit kwa siku ni ngapi?,Neutral,anyone knows m-pesa app transaction limit kwa siku ni ngapi?
Magufuli ametoa wapi mil 38 wakati mshahara wake hauzidi mil 10 pesa zetu zinatumika kununua uhuru wetu tusikubali,Neutral,magufuli ametoa wapi mil 38 wakati mshahara wake hauzidi mil 10 pesa zetu zinatumika kununua uhuru wetu tusikubali
Meneja Mwandamizi Biashara za Serikali Dkt Danford Muyango akizungumza katika hafla ya ufunguzi wa maadhimisho ya siku,Neutral,meneja mwandamizi biashara za serikali dkt danford muyango akizungumza katika hafla ya ufunguzi wa maadhimisho ya siku
eee little cab driver amenikataa booking mara tatu hii ni ya kunikalia chini,Negative,e little cab driver amenikataa booking mara tatu hii ni ya kunikalia chini
Mlezi wetu Fatema Dewji  amemkaribisha rasmi Monalisa  kama msemaji wa simba queens tunaima,Neutral,mlezi wetu fatema dewji amemkaribisha rasmi monalisa kama msemaji wa simba queens tunaima
"KCB app interest ni ok lakini app inalag wakati mwingine, bado nasubiri",Neutral,"kcb app interest ni ok lakini app inalag wakati mwingine, bado nasubiri"
Vijana wametakiwa kujitambua na kujenga utaratibu wa kupima na kulinda afya zao ili kuwa na taifa lenye nguvukazi ya vijana watakaokuza uchumi wa nchi hususan kutokana na kubainika changamoto ya maambukizi ya Virusi vya Ukimwi kwa kundi hilo,Positive,vijana wametakiwa kujitambua na kujenga utaratibu wa kupima na kulinda afya zao ili kuwa na taifa lenye nguvukazi ya vijana watakaokuza uchumi wa nchi hususan kutokana na kubainika changamoto ya maambukizi ya virusi vya ukimwi kwa kundi hilo
"Big up Tala kwa kuongeza interest rate poa kwa savings, nimeokoa 1000 bob mwezi huu 🎉",Positive,"big up tala kwa kuongeza interest rate poa kwa savings, nimeokoa 10 bob mwezi huu"
Me mwenyewe linanishinda kuliandika ila nalikumbukaumeniita jina langu nikaogopa,Negative,me mwenyewe linanishinda kuliandika ila nalikumbukaumeniita jina langu nikaogopa
big up tala kwa kuongeza interest rate poa kwa savings nimeokoa 50 bob mwezi huu 🎉,Positive,big up tala kwa kuongeza interest rate poa kwa savings nimeokoa 50 bob mwezi huu
"KCB system imekuwa down for siku tatu, sina access kwa pesa zangu, hii ni noma",Negative,"kcb system imekuwa down for siku tatu, sina access kwa pesa zangu, hii ni noma"
"Airteeeel bundle prices zimebadilika kidogo, sio big deal",Neutral,"airtel bundle prices zimebadilika kidogo, sio big deal"
Me ntakuwa napikiwa na mke wanguinategemea na ratiba zake za utafutajiila yupo home siku iyo na ana mudaatapika,Neutral,me ntakuwa napikiwa na mke wanguinategemea na ratiba zake za utafutajiila yupo home siku iyo na ana mudaatapika
"Nimepoteza ile pesa kwa M-Shwari kwa transaction iliyofail lakiniiiii hawajarudisha pesa, customer service ni wajuaji",Negative,"nimepoteza ile pesa kwa m-shwari kwa transaction iliyofail lakini hawajarudisha pesa, customer service ni wajuaji"
M-Shwari aaapp down,Negative,m-shwari app down
"Shout out kwa Faras rider wa leo, alinipeleka mahali fast bila stress, ya kunigonga sawa kabisa",Positive,"shout out kwa faras rider wa leo, alinipeleka mahali fast bila stress, ya kunigonga sawa kabisa"
"Sawa kabisa, Little Cab wamenipea driver mzuri na bei poa, hakuna noma ✅",Positive,"sawa kabisa, little cab wamenipea driver mzuri na bei poa, hakuna noma"
Little Cab app inafanya kazi mzuri sana leo no delays ata booking ilikuwa rahisi 😊,Positive,little cab app inafanya kazi mzuri sana leo no delays ata booking ilikuwa rahisi
Anyone knooows Telkom customer care number mpya,Neutral,anyone knows telkom customer care number mpya
Rais wa serikali ya wanafunzi chuo kikuu cha Dar DARUSO  pamoja na viongozi wengine wamefukuzwa chuo kwa kusimamia haki,Negative,rais wa serikali ya wanafunzi chuo kikuu cha dar daruso pamoja na viongozi wengine wamefukuzwa chuo kwa kusimamia haki
Huo ndio mwelekeo wa Serikali kwa sasa Na utekelezaji wa azma hiyo unaanza na mradi wa SEQUIP utakaozinduliwa muda mfupi uja,Positive,huo ndio mwelekeo wa serikali kwa sasa na utekelezaji wa azma hiyo unaanza na mradi wa sequip utakaozinduliwa muda mfupi uja
Anyone knows M-Pesa transaction limit kwaaaa siku ni ngapi?,Neutral,anyone knows m-pesa transaction limit kwa siku ni ngapi?
M-Pesa app wamenibloki account yangu bila reason nimepiga helpline mara nne hii ni noma ya kuniboo 😞,Negative,m-pesa app wamenibloki account yangu bila reason nimepiga helpline mara nne hii ni noma ya kuniboo
M-Shwari wamesema watafanya maintenance leo usiku sio mbaya sio mzuri,Neutral,m-shwari wamesema watafanya maintenance leo usiku sio mbaya sio mzuri
why is airtel money interest rate so noma wanachukua ile pesa extra kila mwezi ni wizi tu,Negative,why is airtel money interest rate so noma wanachukua ile pesa extra kila mwezi ni wizi tu
"M-Shwari wamenibloki account yangu bila reason, nimepiga customer service mara nne, hii ni noma ya kuniboo 😡",Negative,"m-shwari wamenibloki account yangu bila reason, nimepiga customer service mara nne, hii ni noma ya kuniboo"
That M-Shwari app update ni freshi sasa nina-track expenses zangu rahisi 🔥🔥,Positive,that m-shwari app update ni freshi sasa nina-track expenses zangu rahisi
why does uber cancel my ride bila warning nimepoteza 200 bob kwa cancellation fee fala sana hii,Negative,why does uber cancel my ride bila warning nimepoteza 200 bob kwa cancellation fee fala sana hii
"Tala aaaaapp imeongeza feature mpya ya kutuma pesa kwa group, sijaitry bado",Neutral,"tala app imeongeza feature mpya ya kutuma pesa kwa group, sijaitry bado"
Kuna watu wanashindwa kuoa kisa hawana maharini heshima ila kama mtu hana wampe tu bure,Neutral,kuna watu wanashindwa kuoa kisa hawana maharini heshima ila kama mtu hana wampe tu bure
DONALD TRUMP AJUTA KUTOIFUNGIA FACEBOOK NA TWITTER WAKATI WA UTAWALA WAKE Aliyekuwa Rais wa Marekani ameipongeza,Negative,donald trump ajuta kutoifungia facebook na twitter wakati wa utawala wake aliyekuwa rais wa marekani ameipongeza
"Telkom customer care walinisaidia kurudishaaa bundles zilizopotea, huduma ni ya kunigonga sawa kweli",Positive,"telkom customer care walinisaidia kurudisha bundles zilizopotea, huduma ni ya kunigonga sawa kweli"
Manze Airtel Money wamenitoza 300 bob bila kunieleza hiiiii ni wizi wa ya kunikalia chini 🙄,Negative,manze airtel money wamenitoza 300 bob bila kunieleza hi ni wizi wa ya kunikalia chini
Waziri Mkuu akiweka Jiwe la Msingi la Kiwanda cha Kuchenjua Dhahabu cha Nyamigogo kilichopo wilayani Nyanghwale Wapili kulia ni mmiliki wa kiwanda hicho Hussein Nassoro ambaye ni Mbunge wa Nyanghwale na wengine ni Viongozi kutoka mkoani hapa,Neutral,waziri mkuu akiweka jiwe la msingi la kiwanda cha kuchenjua dhahabu cha nyamigogo kilichopo wilayani nyanghwale wapili kulia ni mmiliki wa kiwanda hicho hussein nassoro ambaye ni mbunge wa nyanghwale na wengine ni viongozi kutoka mkoani hapa
Nashukuru Tala customer care walinisaidia kurudisha 5k ilikuwa imepotea huduma ni noma kwa maana nzuri,Positive,nashukuru tala customer care walinisaidia kurudisha 5k ilikuwa imepotea huduma ni noma kwa maana nzuri
"KCB wametuma SMS kuhusu new charges, sijui kama itaaffect sanaaa, tu vile ni",Neutral,"kcb wametuma sms kuhusu new charges, sijui kama itaaffect sana, tu vile ni"
Big up Equitel kwa kuongeza interest rate poa kwa savings nimeokoa ile pesa mwezi huu 😊,Positive,big up equitel kwa kuongeza interest rate poa kwa savings nimeokoa ile pesa mwezi huu
Jana nilimwambia mtu imagine unakufa huu msimu imetoka bia tamuakasema hapana inauma,Negative,jana nilimwambia mtu imagine unakufa huu msimu imetoka bia tamuakasema hapana inauma
Little Cab aaapp imeupdate sijui kama features mpya ni poa au sio tu vile ni,Neutral,little cab app imeupdate sijui kama features mpya ni poa au sio tu vile ni
"Uber fiti leo, dere alikuwa on timeee 🙏🏾",Positive,"uber fiti leo, dere alikuwa on time"
